Well_UID,WellPadID
42-317420970000,42-317-42095
42-329431660000,42-329-43143
42-227400590000,42-227-39148
42-227400830000,42-227-40062
42-461411470000,42-461-41147
42-317422080000,42-317-41450
42-317422210000,42-317-42219
42-317422430000,42-317-39844
42-329433050000,42-329-43287
42-329433330000,42-329-43336
42-383405950000,42-383-40594
42-461411910000,42-461-41191
42-317422730000,42-317-40930
42-227401820000,42-227-40183
42-383406560000,42-383-40643
42-329434320000,42-329-43077
42-173381760000,42-173-38174
42-461411940000,42-461-40667
42-317424140000,42-317-42414
42-329395360000,42-329-39536
42-461381220000,42-461-38122
42-227387720000,42-227-38733
42-227389150000,42-227-38914
42-235358910000,42-235-35667
42-383380510000,42-383-38051
42-173362730000,42-173-36272
42-383383140000,42-383-38316
42-383384260000,42-383-38426
42-235346070000,42-235-34607
42-235358890000,42-235-35889
42-173372070000,42-173-37205
42-317398700000,42-317-39356
42-227384560000,42-227-38455
42-105412540000,42-105-41254
42-383382580000,42-383-38257
42-105417080000,42-105-41713
42-235356310000,42-235-35631
42-317401020000,42-317-40103
42-461390590000,42-461-39059
42-105420940000,42-105-41901
42-003458950000,42-003-45312
42-173364760000,42-173-36474
42-105419130000,42-105-41912
42-383394280000,42-383-39144
42-235353790000,42-235-35379
42-329436700000,42-329-39130
42-383407230000,42-383-40723
42-227403710000,42-227-39075
42-317425490000,42-317-42550
42-461413110000,42-461-41305
42-329437320000,42-329-43733
42-461413300000,42-461-41329
42-317425840000,42-317-42584
42-329437530000,42-329-43752
42-383407480000,42-383-40750
42-461413220000,42-461-41321
42-227404130000,42-227-40408
42-461413590000,42-461-40857
42-173382700000,42-173-38270
42-329439010000,42-329-43900
42-383408280000,42-383-40830
42-003482060000,42-003-48206
42-329358330100,42-329-35833
42-461414430000,42-461-41441
42-317428480000,42-317-42848
42-461414420000,42-461-41441
42-461414700000,42-461-41470
42-003482250000,42-003-48139
42-173383000000,42-173-38239
42-383408600000,42-383-40860
42-317428730000,42-317-41574
42-003482300000,42-003-48139
42-235364460000,42-235-36446
42-329440710000,42-329-42070
42-317429210000,42-317-42921
42-135437590000,42-135-43729
42-383408630000,42-383-40865
42-227406420000,42-227-40642
42-329442130000,42-329-42394
42-461415120000,42-461-41513
42-317430880000,42-317-43089
42-329442950000,42-329-44293
42-329443160000,42-329-44315
42-317431110000,42-317-43111
42-461415300000,42-461-41529
42-317431600000,42-317-43028
42-461415590000,42-461-41555
42-461415720000,42-461-41372
42-329446110000,42-329-44611
42-227409170000,42-227-40932
42-329410510000,42-329-38900
42-329410670000,42-329-41067
42-329413040000,42-329-41283
42-329414460000,42-329-41445
42-329406450000,42-329-40709
42-329412510000,42-329-41139
42-329414150000,42-329-41415
42-461400900000,42-461-40089
42-329402120000,42-329-40212
42-329405630000,42-329-40565
42-135425210000,42-135-42521
42-173372230000,42-173-37221
42-383383790000,42-383-38347
42-461387270000,42-461-38726
42-461393320000,42-461-39330
42-383389840000,42-383-39014
42-173356750000,42-173-35675
42-329397400000,42-329-39730
42-329406360000,42-329-40635
42-461347220100,42-461-34722
42-329407610000,42-329-41188
42-383397940000,42-383-39794
42-383380420000,42-383-38042
42-173375280000,42-173-37528
42-383375180000,42-383-37518
42-383389300000,42-383-38384
42-227390120000,42-227-39011
42-227389990000,42-227-38996
42-227390090000,42-227-39008
42-227390310000,42-227-38641
42-383398120000,42-383-39812
42-329415920000,42-329-41590
42-227390780000,42-227-39078
42-317407380000,42-317-40738
42-317407660000,42-317-40759
42-115337510000,42-115-33748
42-461405880000,42-461-40588
42-461405890000,42-461-40589
42-383398810000,42-383-39879
42-317407940000,42-317-40794
42-383398920000,42-383-39604
42-461406180000,42-461-40618
42-329417590000,42-329-41759
42-329417760000,42-329-41759
42-383399420000,42-383-39942
42-173376400000,42-173-37633
42-461406330000,42-461-40631
42-227391930000,42-227-39193
42-329418770000,42-329-41877
42-317409500000,42-317-40949
42-317409700000,42-317-40957
42-329419150000,42-329-41910
42-317409280000,42-317-40928
42-227392490000,42-227-39239
42-227392540000,42-227-39240
42-317410100000,42-317-40921
42-227393270000,42-227-39327
42-329420790000,42-329-42079
42-105413920000,42-105-41392
42-235347330000,42-235-34733
42-383378280000,42-383-37139
42-329421840000,42-329-40995
42-317411770000,42-317-41176
42-227394100000,42-227-39410
42-329421040000,42-329-42006
42-227394810000,42-227-39481
42-227394390000,42-227-39326
42-383401300000,42-383-40126
42-003477240000,42-003-47722
42-003477170000,42-003-47716
42-329423340000,42-329-42334
42-317412930000,42-317-41292
42-227395510000,42-227-39553
42-383401960000,42-383-40195
42-317413780000,42-317-40482
42-317413310000,42-317-41331
42-227396220000,42-227-39621
42-329425670000,42-329-42549
42-227396540000,42-227-39654
42-329426410000,42-329-42624
42-173374610000,42-173-37458
42-173374630000,42-173-37369
42-105412510000,42-105-41251
42-003474060000,42-003-47406
42-461403780000,42-461-40379
42-461396710000,42-461-39671
42-329355210000,42-329-35521
42-383386220000,42-383-38622
42-461399620000,42-461-39961
42-105415820000,42-105-41582
42-383379390000,42-383-37939
42-003465800001,42-003-46580
42-317398440000,42-317-39844
42-105412260000,42-105-41226
42-461385790000,42-461-38579
42-383391880000,42-383-39188
42-105415180000,42-105-41518
42-235349340000,42-235-34934
42-383391160000,42-383-38815
42-317389210000,42-317-38920
42-317392430000,42-317-39243
42-317389200000,42-317-38920
42-431333860000,42-431-33386
42-461398130000,42-461-39813
42-227384750000,42-227-37906
42-329401700000,42-329-40152
42-461397000000,42-461-39700
42-235354030000,42-235-35400
42-235354190000,42-235-34991
42-115336510000,42-115-33651
42-317400610000,42-317-40059
42-383376900000,42-383-37690
42-461392750000,42-461-39273
42-105416110000,42-105-41611
42-105416890000,42-105-41689
42-329393990000,42-329-39399
42-173369720000,42-173-36972
42-461347220000,42-461-34722
42-383380960000,42-383-37958
42-317392670000,42-317-39267
42-105423180000,42-105-41518
42-227389960000,42-227-38996
42-329414850000,42-329-41480
42-329414880000,42-329-41480
42-329415510000,42-329-41551
42-329415820000,42-329-41579
42-317407590000,42-317-40759
42-173375500000,42-173-37551
42-235361960000,42-235-36194
42-317409390000,42-317-40927
42-135435340000,42-135-43532
42-227393460000,42-227-39348
42-227393660000,42-227-39362
42-329420660000,42-329-42065
42-461407380000,42-461-40738
42-329421420000,42-329-42140
42-227394350000,42-227-39430
42-317412480000,42-317-41238
42-329421700000,42-329-42172
42-461407840000,42-461-40566
42-227395530000,42-227-39553
42-461408330000,42-461-40835
42-173379170000,42-173-37458
42-317414990000,42-317-41499
42-317415290000,42-317-41513
42-383403230000,42-383-40323
42-317415810000,42-317-41577
42-329426300000,42-329-42621
42-173362200000,42-173-36188
42-003463240000,42-003-46324
42-105422370000,42-105-42236
42-461392590000,42-461-39259
42-461401590000,42-461-40156
42-317417210000,42-317-41720
42-461409440000,42-461-40943
42-227397680000,42-227-39764
42-461409800000,42-461-40979
42-317419440000,42-317-41946
42-329430400000,42-329-43043
42-383405270000,42-383-40531
42-329431590000,42-329-43155
42-317420950000,42-317-42095
42-317421550000,42-317-42159
42-317421620000,42-317-42158
42-227400660000,42-227-40066
42-173381350000,42-173-38137
42-317421460000,42-317-42146
42-329432600000,42-329-41874
42-235364170000,42-235-36417
42-329433180000,42-329-43336
42-227401650000,42-227-40164
42-317422760000,42-317-42276
42-383406440000,42-383-40646
42-227402050000,42-227-40205
42-317423280000,42-317-42328
42-329434130000,42-329-43310
42-173381780000,42-173-38178
42-329435380000,42-329-43538
42-329435410000,42-329-43541
42-461413080000,42-461-41305
42-317425850000,42-317-42584
42-329437050000,42-329-43705
42-383407510000,42-383-40750
42-461413400000,42-461-41340
42-383407850000,42-383-40784
42-227404750000,42-227-40470
42-329439290000,42-329-43929
42-383408320000,42-383-40831
42-383406610100,42-383-40661
42-329357760100,42-329-35776
42-033320000200,42-033-32000
42-461414660000,42-461-41471
42-329440880000,42-329-43409
42-329441960000,42-329-44191
42-227407160000,42-227-40720
42-317431810000,42-317-43180
42-461394900000,42-461-39490
42-461348470000,42-461-34847
42-383384250000,42-383-38423
42-033322210000,42-033-32221
42-227388840000,42-227-38881
42-227388150000,42-227-38817
42-105413840000,42-105-41385
42-383394420000,42-383-39444
42-173366980000,42-173-36698
42-317395270000,42-317-39527
42-105416190000,42-105-41619
42-317432270000,42-317-43226
42-329445590000,42-329-44562
42-227409040000,42-227-40906
42-105423260000,42-105-42328
42-329406750000,42-329-40675
42-329409900000,42-329-40990
42-329410080000,42-329-41009
42-329411280000,42-329-41121
42-329413400000,42-329-41342
42-317402750000,42-317-40274
42-317404050000,42-317-40404
42-329408850000,42-329-40885
42-329409140000,42-329-40914
42-329414160000,42-329-41415
42-173375180000,42-173-37512
42-173375220000,42-173-37522
42-235360050000,42-235-36005
42-383397160000,42-383-39716
42-317401730000,42-317-40098
42-329406800000,42-329-40680
42-329407160000,42-329-40716
42-329409300000,42-329-40930
42-329410400000,42-329-41040
42-461403630000,42-461-40362
42-461403800000,42-461-40368
42-105418810000,42-105-41881
42-383396210000,42-383-39622
42-461404270000,42-461-40425
42-461404880000,42-461-40485
42-461397690000,42-461-39769
42-317406240000,42-317-40424
42-329406300000,42-329-40568
42-329411160000,42-329-41119
42-329413320000,42-329-40605
42-329413390000,42-329-41339
42-383397690000,42-383-39768
42-383397810000,42-383-39781
42-317396620000,42-317-38938
42-105418880000,42-105-41888
42-235356030000,42-235-35603
42-461398220000,42-461-39823
42-235350510000,42-235-35086
42-329400350000,42-329-40035
42-317390540000,42-317-39054
42-235353430000,42-235-35752
42-235347350000,42-235-34735
42-235358640000,42-235-35864
42-329399840000,42-329-39983
42-329402370000,42-329-40234
42-105418470000,42-105-41847
42-383377610000,42-383-37761
42-173372300000,42-173-37231
42-317395590000,42-317-39559
42-461388040000,42-461-38804
42-461385160000,42-461-38516
42-329390220000,42-329-39023
42-227384520000,42-227-38448
42-173362370000,42-173-36237
42-173371390000,42-173-37138
42-235357610000,42-235-35761
42-317402170000,42-317-40216
42-329401020000,42-329-40101
42-461400920000,42-461-40092
42-383393260000,42-383-39326
42-173358880000,42-173-35832
42-105419710000,42-105-41971
42-383382400000,42-383-38917
42-317405010000,42-317-40501
42-329405730000,42-329-40571
42-329412060000,42-329-40657
42-329413530000,42-329-41353
42-105420640000,42-105-42064
42-461395010000,42-461-39501
42-461387020000,42-461-38702
42-105418780000,42-105-41878
42-235350880000,42-235-35088
42-383396010000,42-383-39601
42-105418490000,42-105-41677
42-235354830000,42-235-35482
42-105420670000,42-105-41789
42-461390650000,42-461-39065
42-317389720000,42-317-38972
42-461405070000,42-461-40498
42-461403690000,42-461-40368
42-461404630000,42-461-40049
42-383377590000,42-383-37759
42-461387280000,42-461-38726
42-329395930000,42-329-39593
42-235352600000,42-235-35259
42-235352640000,42-235-35263
42-383389060000,42-383-38347
42-383380290000,42-383-38029
42-383394320000,42-383-39433
42-383387760000,42-383-38780
42-235360800000,42-235-35858
42-383388160000,42-383-38816
42-235354820000,42-235-35482
42-383393560000,42-383-39356
42-329403650000,42-329-40366
42-329414660000,42-329-41466
42-173375320000,42-173-37532
42-383396750000,42-383-39674
42-105423630000,42-105-42364
42-329415600000,42-329-41558
42-317407460000,42-317-40747
42-317407210000,42-317-40717
42-461405850000,42-461-40580
42-383398620000,42-383-38725
42-329416710000,42-329-41671
42-227391170000,42-227-39118
42-383398800000,42-383-39879
42-173376010000,42-173-37603
42-173376070000,42-173-37606
42-105424040000,42-105-42282
42-329417430000,42-329-41743
42-329417070000,42-329-41436
42-317408600000,42-317-40854
42-383399090000,42-383-39909
42-173376610000,42-173-37661
42-173376640000,42-173-37664
42-227391880000,42-227-38791
42-173376450000,42-173-37645
42-317409330000,42-317-40934
42-227392190000,42-227-39219
42-317409520000,42-317-40952
42-317409680000,42-317-40957
42-317409850000,42-317-40986
42-329419780000,42-329-41980
42-383400270000,42-383-40025
42-173377510000,42-173-37751
42-329420380000,42-329-41896
42-173377520000,42-173-37768
42-329420670000,42-329-41688
42-329420680000,42-329-42070
42-461407040000,42-461-40704
42-227394280000,42-227-39314
42-227394530000,42-227-39456
42-383401320000,42-383-40132
42-317412280000,42-317-41231
42-329422280000,42-329-42227
42-383401460000,42-383-40145
42-329422870000,42-329-42286
42-227394750000,42-227-39475
42-317412790000,42-317-41279
42-227394850000,42-227-39372
42-383401670000,42-383-40167
42-317413010000,42-317-41287
42-329423130000,42-329-42289
42-317413340000,42-317-41204
42-317413090000,42-317-41309
42-135435780000,42-135-43578
42-329424330000,42-329-42425
42-329424900000,42-329-42485
42-317392460000,42-317-39246
42-461402500000,42-461-40250
42-383385070000,42-383-38506
42-329404530000,42-329-40450
42-461408700000,42-461-40872
42-003478170000,42-003-47818
42-317414670000,42-317-41465
42-317415480000,42-317-41530
42-033324790000,42-033-32449
42-329425870000,42-329-42586
42-227396460000,42-227-39646
42-461408270000,42-461-40827
42-227397040000,42-227-39705
42-227397110000,42-227-39713
42-317416110000,42-317-41655
42-317417140000,42-317-41719
42-329428260000,42-329-42826
42-173379590000,42-173-37960
42-227397820000,42-227-39782
42-317417790000,42-317-41720
42-461409710000,42-461-40971
42-227397920000,42-227-39792
42-317418020000,42-317-41798
42-461409890000,42-461-40611
42-329428390000,42-329-42835
42-227398470000,42-227-39847
42-317418650000,42-317-41863
42-317419450000,42-317-41946
42-317419470000,42-317-41950
42-317419530000,42-317-41957
42-383404920000,42-383-40492
42-235363670000,42-235-35615
42-227399790000,42-227-39979
42-383405010000,42-383-40502
42-329430740000,42-329-43074
42-329430930000,42-329-43092
42-227399910000,42-227-39991
42-461410870000,42-461-41087
42-329430730000,42-329-43067
42-329430660000,42-329-43063
42-317421340000,42-317-42130
42-317421610000,42-317-42158
42-461411410000,42-461-41138
42-317422150000,42-317-42217
42-461411590000,42-461-41159
42-329433620000,42-329-43716
42-329433790000,42-329-43376
42-461411990000,42-461-41199
42-383406620000,42-383-40661
42-003481000000,42-003-48100
42-227402040000,42-227-40204
42-317423270000,42-317-42328
42-317423770000,42-317-42380
42-317423720000,42-317-42374
42-227402500000,42-227-40248
42-227402510000,42-227-40251
42-317424100000,42-317-42407
42-461412400000,42-461-41240
42-329435350000,42-329-43538
42-329435760000,42-329-43574
42-227402580000,42-227-40256
42-317424890000,42-317-42341
42-003481480000,42-003-48101
42-329436050000,42-329-43604
42-461412620000,42-461-40832
42-317424980000,42-317-42497
42-329436810000,42-329-43681
42-227403470000,42-227-39322
42-329437080000,42-329-43707
42-317425860000,42-317-42584
42-383407580000,42-383-40760
42-329437750000,42-329-43202
42-329438140000,42-329-43811
42-173382500000,42-173-38250
42-227404260000,42-227-38494
42-461413680000,42-461-41329
42-227404590000,42-227-40459
42-227404630000,42-227-40462
42-383408180000,42-383-40818
42-165387990000,42-165-38799
42-227404970000,42-227-40497
42-227404950000,42-227-40497
42-317427440000,42-317-42744
42-317427490000,42-317-42767
42-317427500000,42-317-42767
42-317427560000,42-317-42756
42-173382840000,42-173-38188
42-329440020000,42-329-44005
42-317398530000,42-317-39721
42-329406060000,42-329-40605
42-461343180100,42-461-34318
42-461349850100,42-461-34985
42-227405630000,42-227-40537
42-003482240000,42-003-48139
42-317429170000,42-317-40324
42-317429020000,42-317-42897
42-317430540000,42-317-43042
42-003482680000,42-003-48267
42-227407620000,42-227-40763
42-383409060000,42-383-40903
42-317431960000,42-317-42557
42-317432820000,42-317-43280
42-329445250000,42-329-44521
